manga_id,title,type,score,status,genres_Action,genres_Comedy,genres_Drama,genres_Fantasy,genres_Romance,themes_School,demographics_Seinen,demographics_Shoujo,demographics_Shounen,score,log_scored_by,log_members,log_favorites,Content_Others
1456,Shi ga Futari wo Wakatsu made,manga,7.94,finished,1,0,1,0,0,0,1,0,0,0.380566801619433,0.5310966642324583,0.5224913292202171,0.5503926667746728,1
44711,Feng Shen Ji III,manhua,8.24,finished,1,0,0,1,0,0,1,0,0,0.5020242914979756,0.4694877633327229,0.3629446308502695,0.4004960854291082,1
116808,Giji Harem,manga,7.82,finished,0,1,0,0,0,1,0,0,1,0.331983805668016,0.6098304877737567,0.5593686680090775,0.5691771347080424,1
28226,Bonnouji,manga,7.8,finished,0,1,0,0,1,0,1,0,0,0.3238866396761133,0.6375771634115391,0.5679273094120483,0.5663760614412513,1
123006,Bungou Stray Dogs: Beast,manga,8.62,finished,1,0,0,0,0,0,0,0,1,0.6558704453441289,0.4453670755646296,0.38575093902750957,0.5478848838878169,1
37,Shinshi Doumei Cross,manga,7.85,finished,0,1,1,0,1,1,0,1,0,0.34412955465587025,0.580214528664669,0.5034378019541028,0.5963365505277869,0
72303,Douluo Dalu,manhua,7.87,currently_publishing,0,0,0,1,0,0,0,0,0,0.3522267206477734,0.5607495290543268,0.5112094498822375,0.5751373554055871,1
17207,Inu x Boku SS,manga,7.86,finished,0,1,0,0,0,0,0,0,1,0.3481781376518218,0.567337796186444,0.5498723018469143,0.5880876472277083,1
37523,Date A Live,light_novel,8.19,finished,0,0,0,0,1,1,0,0,0,0.4817813765182182,0.47329573636356714,0.44281665593819275,0.6410520803547184,1
89467,Hitoribocchi no ○○ Seikatsu,manga,8.08,finished,0,1,0,0,0,1,0,0,1,0.4372469635627527,0.49240287357029155,0.48978949999037447,0.5609694432057422,1
1260,Higurashi no Naku Koro ni: Tatarigoroshi-hen,manga,8.05,finished,0,0,1,0,0,0,0,0,1,0.4251012145748989,0.5010212827392774,0.40270164355463467,0.4163549457574967,1
35035,Kyou no Kira-kun,manga,7.87,finished,0,0,1,0,1,1,0,1,0,0.3522267206477734,0.5589438065516245,0.5178892435649765,0.5202555729786333,0
92182,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,manga,7.88,finished,0,1,0,0,1,1,0,0,0,0.3562753036437245,0.5536023862833949,0.49240882174236944,0.5468894280363222,0
124,Aqua,manga,7.93,finished,0,0,0,0,0,0,0,1,0,0.37651821862348145,0.5306442054257466,0.44267553734227083,0.49808665611608083,1
87813,Takane to Hana,manga,7.93,finished,0,1,0,0,1,0,0,1,0,0.37651821862348145,0.5300431953260453,0.5176231713388479,0.5620544953940069,0
12888,Hapi Mari: Happy Marriage!?,manga,7.8,finished,0,1,1,0,1,0,0,0,0,0.3238866396761133,0.6218245834344974,0.5458272509961755,0.5787606462813141,1
83807,Kuroko no Basket: Extra Game,manga,7.86,finished,0,0,0,0,0,0,0,0,1,0.3481781376518218,0.5636710243501156,0.4620410852765091,0.4957781675692849,1
1076,Vagrant Soldier Ares,manhwa,8.08,finished,1,0,1,0,0,0,0,0,0,0.4372469635627527,0.49087138277893294,0.4224656198518233,0.5315797646754186,1
146909,SSS-Class Revival Hunter,manhwa,7.95,currently_publishing,1,0,0,1,0,0,0,0,0,0.3846153846153846,0.5210802251620642,0.45651723380756204,0.5275516835390736,1
14633,Seiyuu Ka!,manga,8.03,finished,0,0,1,0,1,1,0,1,0,0.41700404858299533,0.5014495941498472,0.41812135582265175,0.49446823180274463,1
146878,Return of the Blossoming Blade,manhwa,8.17,currently_publishing,1,0,0,1,0,0,0,0,0,0.4736842105263155,0.47287324306567646,0.3868562830449924,0.5131318395945201,1
48151,World Trigger,manga,7.81,currently_publishing,1,0,0,0,0,0,0,0,1,0.32793522267206443,0.6040683115100526,0.5885264796580891,0.6384927767723362,1
5157,Baki: New Grappler Baki,manga,7.85,finished,1,0,0,0,0,0,0,0,1,0.34412955465587025,0.5667850009388214,0.48388076482732045,0.5154353043026044,1
2895,Piano no Mori,manga,8.33,finished,0,0,1,0,0,0,1,0,0,0.5384615384615383,0.4568364094151153,0.41806963519249574,0.5065148458227768,1
688,Maison Ikkoku,manga,8.16,finished,0,1,1,0,1,0,1,0,0,0.46963562753036436,0.47345964379554706,0.43540395065348503,0.5610906865057574,1
3537,Yankee-kun to Megane-chan,manga,7.8,finished,1,1,0,0,0,1,0,0,1,0.3238866396761133,0.6132590580675542,0.5830036150922224,0.5955303510268385,1
41865,Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori,light_novel,8.16,finished,1,0,0,0,0,0,0,0,1,0.46963562753036436,0.47256719373177336,0.40491397757747927,0.5067438610434898,1
9726,Zaregoto Series,light_novel,8.66,currently_publishing,1,0,1,0,0,0,0,0,0,0.6720647773279351,0.4404644824779028,0.4823932145239369,0.6020023043459204,1
146966,Teenage Mercenary,manhwa,7.89,currently_publishing,1,0,0,0,0,1,0,0,0,0.36032388663967563,0.5402425751144287,0.47239162195883666,0.5275516835390736,0
1263,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,manga,8.29,finished,0,0,1,0,0,0,0,0,0,0.5222672064777321,0.4591745173074927,0.3804327768054889,0.46515771767773817,1
127907,Kaijuu 8-gou,manga,7.74,currently_publishing,1,0,0,0,0,0,0,0,1,0.2995951417004048,0.7374161254306385,0.7434602381043254,0.6884976044484773,1
8878,Hetalia Axis Powers,manga,7.89,finished,0,1,0,0,0,0,0,0,0,0.36032388663967563,0.5397551297178925,0.4782709100300546,0.6219412304878361,1
31499,Nisekoi,manga,7.72,finished,0,1,0,0,1,1,0,0,1,0.29149797570850167,0.8450382558473065,0.8141963842537046,0.8123159225480374,1
98720,Goblin Slayer,manga,7.75,currently_publishing,1,0,0,1,0,0,1,0,0,0.3036437246963559,0.6941958549433133,0.6838847232023828,0.6379518675411062,0
1162,Bitter Virgin,manga,7.76,finished,0,0,1,0,1,1,1,0,0,0.3076923076923075,0.6670642081633574,0.5886672905222519,0.5980052330900247,0
660,Versailles no Bara,manga,8.35,finished,0,0,1,0,1,0,0,1,0,0.546558704453441,0.45137725214422575,0.42858753576030995,0.5604827441183308,1
929,Fushigi Yuugi: Genbu Kaiden,manga,8.16,finished,0,0,1,1,1,0,0,1,0,0.46963562753036436,0.4696327347489272,0.38911842106135586,0.5287978240736091,1
509,Saiyuuki,manga,8.01,finished,1,0,1,1,0,0,0,0,0,0.40890688259109265,0.4975201875492564,0.44006826686663825,0.5756498622344389,1
3573,Tobaku Hakairoku Kaiji,manga,8.4,finished,0,0,1,0,0,0,0,0,0,0.5668016194331984,0.4468904124796923,0.35786762526928406,0.44226838149910264,1
86119,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,light_novel,8.73,currently_publishing,0,0,0,1,0,0,0,0,0,0.7004048582995952,0.43580324099054446,0.3955812519564601,0.5745182660890407,1
138533,Nan Hao Shang Feng,manhua,8.42,currently_publishing,0,1,0,0,0,1,0,0,0,0.5748987854251011,0.4451310133773895,0.37103389399520026,0.5025247362232858,0
107948,Hitori Koukan Nikki,manga,8.11,finished,0,0,0,0,0,0,0,0,0,0.449392712550607,0.4745312895278647,0.4241060543650479,0.47160289257582766,1
8158,L Change the WorLd,light_novel,7.94,finished,1,0,1,0,0,0,0,0,0,0.380566801619433,0.5122572910678617,0.4649562790791786,0.4928693603195365,1
91037,Enen no Shouboutai,manga,7.73,finished,1,0,0,0,0,0,0,0,1,0.2955465587044537,0.7314794581355147,0.7157945942543333,0.6806041864808036,1
139164,Viral Hit,manhwa,8.01,currently_publishing,1,0,0,0,0,1,0,0,0,0.40890688259109265,0.4923628172538431,0.42091936345467507,0.5303737830937747,1
1075,7 Seeds,manga,8.21,finished,1,0,1,0,1,0,0,1,0,0.48987854251012175,0.46092500982464346,0.47620332684980893,0.5682907316064315,1
14841,Durarara!!,manga,7.85,finished,1,0,1,0,0,0,0,0,0,0.34412955465587025,0.550276211402056,0.49568130237624364,0.5058240980541743,1
1325,Hi no Tori (1967),manga,8.6,finished,0,0,1,1,1,0,0,0,1,0.6477732793522262,0.4366929179212301,0.46772000340490183,0.5593774391412555,1
123681,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,manga,7.8,currently_publishing,0,1,0,0,1,1,1,0,0,0.3238866396761133,0.5867390552902939,0.5900037424205671,0.6283014554554505,1
5806,Franken Fran,manga,7.8,finished,0,1,0,0,0,0,1,0,0,0.3238866396761133,0.585962094144996,0.5453010343120155,0.6206828681713622,1
3749,Umineko no Naku Koro ni - Episode 1: Legend of the Golden Witch,manga,7.82,finished,0,1,1,0,0,0,0,0,0,0.331983805668016,0.5661641831848204,0.520343634193853,0.548868888062157,1
1721,Nabari no Ou,manga,7.94,finished,1,0,1,1,0,1,0,0,1,0.380566801619433,0.5077702152807634,0.47852305114229643,0.5775698548852215,1
366,Hoshi no Koe,manga,7.85,finished,0,0,1,0,1,0,1,0,0,0.34412955465587025,0.5459702394785307,0.48556157254305665,0.5025247362232858,1
131843,Unholy Blood,manhwa,7.92,finished,1,0,0,0,1,0,0,0,0,0.3724696356275303,0.5163711320413317,0.4428342867112893,0.528265985258659,1
41847,Soredemo Sekai wa Utsukushii,manga,7.93,finished,0,0,0,1,1,0,0,1,0,0.37651821862348145,0.510906106631876,0.48942470717631625,0.5372070594428229,1
8070,Sengoku Youko,manga,8.2,finished,1,0,1,0,0,0,0,0,1,0.48582995951416974,0.4595948408490561,0.43248164514654075,0.49525659806400796,1
1014,H2,manga,8.18,finished,0,1,1,0,1,1,0,0,1,0.47773279352226705,0.46152016324851985,0.366248644738147,0.5198640979985703,1
14110,Seitokai Yakuindomo,manga,8.0,finished,0,1,0,0,0,1,0,0,1,0.4048582995951415,0.4909322033504794,0.4816337507633561,0.5454469464010069,1
120367,Futari Ashita mo Sorenari ni,manga,7.85,finished,0,1,0,0,1,0,0,0,0,0.34412955465587025,0.5427171461649204,0.4776528287721782,0.4795042416230828,1
80385,Kono Subarashii Sekai ni Shukufuku wo!,manga,7.99,currently_publishing,0,1,0,1,0,0,0,0,1,0.4008097165991904,0.4910942430131414,0.4802558613061543,0.5613326587571907,1
120875,Your Letter,manhwa,8.08,finished,0,0,1,0,0,1,0,0,0,0.4372469635627527,0.47324886507058006,0.36709970151326377,0.47465206375982166,1
94919,Bokutachi ga Yarimashita,manga,7.96,finished,0,0,1,0,0,0,1,0,0,0.3886639676113357,0.4994818668651625,0.4747616225340101,0.5424868886201628,0
94376,Yuru Camp△,manga,8.39,currently_publishing,0,0,0,0,0,0,0,0,0,0.5627530364372468,0.4413817643803931,0.438335593158125,0.5780680341259191,1
36723,Hataraku Maou-sama!,manga,7.81,currently_publishing,0,1,0,1,1,0,0,0,0,0.32793522267206443,0.5615687493891665,0.5561998177630847,0.5337753101644127,1
122906,Kieta Hatsukoi,manga,8.35,finished,0,1,0,0,1,1,0,1,0,0.546558704453441,0.442443256002942,0.40836713902017263,0.5508035745328852,1
50027,About Death,manhwa,8.04,finished,0,0,0,0,0,0,0,0,0,0.4210526315789469,0.4790838794817952,0.39893088975247126,0.5178793886856006,1
407,Life,manga,8.0,finished,0,0,1,0,0,1,0,1,0,0.4048582995951415,0.48662057073547904,0.44374832796916097,0.5442751865176949,1
90531,Naruto Shinden Series,light_novel,8.32,finished,1,0,0,1,0,0,0,0,1,0.5344129554655868,0.4439437808785788,0.37026065968389554,0.48319706546606345,1
24821,Tomodachi no Hanashi,manga,7.91,finished,0,1,0,0,1,1,0,1,0,0.36842105263157876,0.5123932866138771,0.41743724667666093,0.48075298108306735,0
710,Houkago Hokenshitsu,manga,7.87,finished,0,0,1,0,1,1,0,1,0,0.3522267206477734,0.5276389903280322,0.4512902940755825,0.5555863991819461,1
3076,Vassalord.,manga,8.04,finished,1,1,0,1,0,0,0,1,0,0.4210526315789469,0.4783218622244728,0.4259162282601998,0.5470323472572733,1
1735,Detroit Metal City,manga,8.02,finished,0,1,0,0,0,0,1,0,0,0.4129554655870442,0.4816702245336951,0.41289381437849215,0.5221865157841821,1
9548,Higurashi no Naku Koro ni Kai: Minagoroshi-hen,manga,8.29,finished,0,0,1,0,0,0,0,0,0,0.5222672064777321,0.44527860592528545,0.3649267452349385,0.45234320478407747,1
13001,K-On!,manga,7.76,finished,0,1,0,0,0,1,0,0,0,0.3076923076923075,0.6108329467762416,0.5443118121660915,0.6400952791721694,1
110029,Shinigami Bocchan to Kuro Maid,manga,7.84,finished,0,1,1,0,0,0,0,0,0,0.3400809716599187,0.5387059340235255,0.514632515763455,0.5375268248015334,1
13801,Drifters,manga,7.8,currently_publishing,1,1,0,1,0,0,1,0,0,0.3238866396761133,0.5630340650905571,0.559298119839237,0.558382810098975,1
1111,Buddha,manga,8.36,finished,0,0,1,0,0,0,0,0,0,0.5506072874493921,0.4399107743723515,0.4139918005580683,0.5170724286078087,1
1376,Dogs: Stray Dogs Howling in the Dark,manga,7.86,finished,1,0,1,0,0,0,1,0,0,0.3481781376518218,0.5283861118650744,0.44720579778438285,0.4655288121159274,1
148467,Super no Ura de Yani Suu Futari,manga,8.01,currently_publishing,0,1,0,0,0,0,0,0,0,0.40890688259109265,0.48008514648626377,0.47271166621555416,0.5160529036198678,1
107417,Cheese in the Trap Season 2,manhwa,8.07,finished,0,1,0,0,1,1,0,0,0,0.4331983805668016,0.46871165060539377,0.34937769598716684,0.3596573553392352,1
26021,Hajimari no Niina,manga,7.95,finished,0,0,0,0,1,0,0,1,0,0.3846153846153846,0.493756998273314,0.4177796795528308,0.4393014782831912,0
47363,Kamisama no Iutoori 2,manga,7.82,finished,1,0,0,0,0,0,0,0,1,0.331983805668016,0.5463563699736013,0.4663632432920166,0.5608480278073014,1
73603,Kakegurui,manga,7.75,currently_publishing,0,0,1,0,0,1,0,0,1,0.3036437246963559,0.614012925850452,0.6264356819446939,0.6377543221095627,1
106609,Ningen Shikkaku,manga,7.88,finished,0,0,1,0,0,0,1,0,0,0.3562753036437245,0.5186032551648526,0.4465617696830242,0.5225675281461856,1
115848,"Fuufu Ijou, Koibito Miman.",manga,7.76,currently_publishing,0,0,0,0,1,1,1,0,0,0.3076923076923075,0.5999122930588082,0.5823756220309908,0.6171080296596517,0
28533,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,manga,7.74,currently_publishing,0,1,0,0,0,1,0,0,0,0.2995951417004048,0.6261349414202734,0.6151313359578525,0.6900944522463006,1
3574,Tobaku Datenroku Kaiji,manga,8.07,finished,0,0,1,0,0,0,1,0,0,0.4331983805668016,0.4672429549120666,0.3783201278711399,0.475315145637254,1
80719,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,manga,8.04,finished,0,0,1,1,0,0,1,0,0,0.4210526315789469,0.4718579730413154,0.4013243063650398,0.4393014782831912,1
19671,Angel Beats!: Heaven's Door,manga,7.94,finished,1,1,1,0,0,1,0,0,0,0.380566801619433,0.49395486882906636,0.4605626175048094,0.5521591834736359,1
387,Karin,manga,7.74,finished,0,1,1,0,1,1,0,0,1,0.2995951417004048,0.6217554670536193,0.5456097232953361,0.616476290201368,1
41733,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",manga,7.84,currently_publishing,1,0,0,1,0,0,0,0,0,0.3400809716599187,0.5322854391675181,0.5028469476602664,0.5455922941570328,1
3486,Shiki,manga,7.95,finished,0,0,0,0,0,0,0,0,1,0.3846153846153846,0.4900575222395799,0.46367512090014285,0.5237004868794379,1
5627,Bloody Monday,manga,7.76,finished,1,0,1,0,0,1,0,0,1,0.3076923076923075,0.5884601910928083,0.5739217051074839,0.5559731540254957,1
80375,Otouto no Otto,manga,8.16,finished,0,0,0,0,0,0,0,0,0,0.46963562753036436,0.4524109891901976,0.38732398781109145,0.4739838015027283,1
36,Kamikaze Kaitou Jeanne,manga,7.79,finished,1,0,1,0,1,1,0,1,0,0.31983805668016174,0.5573459077954953,0.46009817514245266,0.5733714987943184,1
90117,Tsuki ga Michibiku Isekai Douchuu,manga,7.77,currently_publishing,0,0,0,1,0,0,0,0,1,0.3117408906882586,0.5758872581254028,0.5521234591204531,0.5540216518799033,1
15205,Zetsuen no Tempest,manga,7.9,finished,1,0,1,0,0,0,0,0,1,0.36437246963562764,0.5048228479774824,0.4714787748022673,0.5170724286078087,1
871,Dragon Quest: Dai no Daibouken,manga,7.95,finished,1,0,0,1,0,0,0,0,1,0.3846153846153846,0.4872071492244411,0.3774749911614772,0.5025247362232858,1
147863,Nano Machine,manhwa,7.94,currently_publishing,1,0,0,1,0,0,0,0,0,0.380566801619433,0.489484562211992,0.4113347725588825,0.5027646722399075,1
111276,Sewayaki Kitsune no Senko-san,manga,7.84,currently_publishing,0,1,0,0,0,0,0,0,0,0.3400809716599187,0.5270831507711248,0.5087829434295881,0.5649982523145965,1
139152,Bleach: Gokui Meimei-hen,one_shot,7.85,finished,1,0,0,0,0,0,0,0,1,0.34412955465587025,0.5209219338802279,0.3776631988826378,0.3997003854229233,1
30779,Tetsugaku Letra,manga,7.94,finished,0,0,1,0,0,1,0,0,1,0.380566801619433,0.48770768904110506,0.43757140058659694,0.48319706546606345,1
109330,Kimi wa Natsu no Naka,manga,7.85,finished,0,0,1,0,0,1,0,0,0,0.34412955465587025,0.5190383715086438,0.44267553734227083,0.48873632770858416,1
101,Shugo Chara!,manga,7.72,finished,0,1,0,0,1,1,0,1,0,0.29149797570850167,0.6313756831765339,0.5609413917035126,0.640239483421844,1
153158,Telework Yotabanashi,manga,8.08,finished,0,1,0,0,1,0,1,0,0,0.4372469635627527,0.4588583186793379,0.34020626421263334,0.4102181777654103,1
888,Tsuki no Shippo,manga,7.97,finished,0,1,0,1,1,0,0,1,0,0.39271255060728727,0.476464172488715,0.37137009743009264,0.5076538391345946,1
107875,Cheese in the Trap Season 3,manhwa,8.12,finished,0,1,0,0,1,1,0,0,0,0.4534412955465581,0.4526888760001201,0.33874438840814136,0.3895255771659099,1
37067,Recipe no Oujisama,manga,7.79,finished,0,0,0,0,0,0,0,0,0,0.31983805668016174,0.5477109633400271,0.4509644644666224,0.44607065786353034,1
128594,One Piece: Episode A,manga,8.13,finished,1,0,0,1,0,0,0,0,1,0.4574898785425101,0.45081479563304494,0.3300365090760653,0.3557389389245963,1
584,Mirai Nikki,manga,7.67,finished,1,0,0,0,0,0,0,0,1,0.2712550607287447,0.7579619328187203,0.7165081079124178,0.7108911436163772,1
219,Alive: Saishuu Shinkateki Shounen,manga,7.79,finished,0,0,0,0,0,0,0,0,1,0.31983805668016174,0.5459315589236503,0.49955321338594594,0.5392644809976928,1
214,Kidou Senshi Gundam: The Origin,manga,8.55,finished,1,0,1,0,0,0,0,0,1,0.6275303643724697,0.4238144796516671,0.4111725916204072,0.5648824267940692,1
7107,Kon no Ki Konoha,one_shot,7.8,finished,0,0,0,1,1,1,0,0,0,0.3238866396761133,0.5383084243317867,0.4184519588575242,0.4226939292901911,1
98374,Cardcaptor Sakura: Clear Card-hen,manga,8.14,currently_publishing,0,1,0,1,1,0,0,1,0,0.4615384615384617,0.4476160500202745,0.42477125697111684,0.48873632770858416,1
109339,Saihate no Paladin,manga,7.82,currently_publishing,1,0,0,1,0,0,0,0,0,0.331983805668016,0.5273688991649469,0.5106476087388259,0.5013148556019,1
88600,Koi wa Ameagari no You ni,manga,7.77,finished,0,0,0,0,1,0,1,0,0,0.3117408906882586,0.5571696735162265,0.5378683452084771,0.558132335150334,1
975,Ludwig Kakumei,manga,7.96,finished,0,0,1,1,1,0,0,1,0,0.3886639676113357,0.47432236132797423,0.38933036705182467,0.5150210800846841,1
703,Trigun,manga,7.73,finished,1,1,1,0,0,0,0,0,1,0.2955465587044537,0.5964037859629662,0.5516269957067474,0.5696169152852326,1
55377,Kasane,manga,7.84,finished,0,0,1,0,0,0,1,0,0,0.3400809716599187,0.5160912744279117,0.5264684608614576,0.5598704499230241,1
55403,Dame na Watashi ni Koishite Kudasai,manga,7.81,finished,0,1,0,0,1,0,0,0,0,0.32793522267206443,0.528802504019667,0.48629537945786594,0.5141865648426198,1
120716,"Ichido dake demo, Koukai Shitemasu.",manga,7.86,finished,0,1,0,0,1,0,0,0,0,0.3481781376518218,0.5065106982621613,0.3981914637167343,0.4915137513787858,1
56755,Hai to Gensou no Grimgar,light_novel,8.26,currently_publishing,1,0,1,1,0,0,0,0,0,0.5101214574898782,0.4349391307642264,0.4701621225022059,0.5618145593773851,1
3565,Shinobi Life,manga,7.78,finished,1,1,1,1,1,0,0,1,0,0.3157894736842106,0.5461119630305814,0.500527477189181,0.5196676865831326,1
113555,King's Maker,manhwa,8.14,finished,0,0,1,1,0,0,0,0,0,0.4615384615384617,0.44545548090138387,0.36698457810525786,0.4813705804003307,1
3713,Bartender,manga,7.94,finished,0,0,1,0,0,0,1,0,0,0.380566801619433,0.4790168343700584,0.43130847957355867,0.4934056450470029,1
14440,I Am a Hero,manga,7.68,finished,0,0,1,0,0,0,1,0,0,0.2753036437246963,0.6862593001357026,0.7095333167412512,0.665146630316802,1
118568,Bocchi the Rock!,manga,8.32,currently_publishing,0,1,0,0,0,0,0,0,0,0.5344129554655868,0.43035738364435094,0.41459608968324346,0.540352161297115,1
5394,Kiss/Hug,manga,7.81,finished,0,0,0,0,1,0,0,1,0,0.32793522267206443,0.5272486658633772,0.43145086886939454,0.4621295383054041,0
62509,New Game!,manga,7.89,finished,0,1,0,0,0,0,0,0,0,0.36032388663967563,0.493974638191775,0.47789192583493145,0.5621742114861025,1
111996,The God of High School,manhwa,7.68,finished,1,0,0,1,0,0,0,0,0,0.2753036437246963,0.6828099485559606,0.6569190032350121,0.6548201741809379,1
48649,Sakamoto desu ga?,manga,7.73,finished,0,1,0,0,0,1,1,0,0,0.2955465587044537,0.5899150274717936,0.5386720150002549,0.5162577830803078,1
137200,Mo Dao Zu Shi,manhua,8.45,finished,1,0,0,0,0,0,0,0,0,0.5870445344129549,0.42427114532871824,0.36682614334848607,0.542937480358397,1
147272,The Greatest Estate Developer,manhwa,8.2,currently_publishing,0,0,0,1,0,0,0,0,0,0.48582995951416974,0.4388268499149829,0.35272880196982603,0.49420382005018854,1
1506,Sunadokei,manga,8.01,finished,0,0,0,0,1,0,0,1,0,0.40890688259109265,0.46336464515613185,0.41533498294885685,0.5067438610434898,1
108696,Runway de Waratte,manga,8.1,finished,0,0,1,0,0,0,0,0,1,0.4453441295546554,0.44988101807359826,0.42479106984887127,0.5037177420870066,1
1709,Tegamibachi,manga,7.8,finished,0,0,0,1,0,0,0,0,1,0.3238866396761133,0.5298814421689463,0.4988184661500463,0.5730560572548741,1
17541,Shinrei Tantei Yakumo,manga,7.96,finished,0,0,0,0,1,0,0,1,0,0.3886639676113357,0.47045099152094083,0.4580346971155609,0.4904135801501218,1
15104,Kingdom Hearts: 358/2 Days,manga,8.05,finished,0,0,0,1,0,0,0,0,1,0.4251012145748989,0.45635257273990704,0.37241604661309724,0.5250035804963253,0
11516,Heart no Kuni no Alice: Wonderful Wonder World,manga,7.73,finished,0,0,0,1,1,0,0,1,0,0.2955465587044537,0.5864066794848081,0.5193955633561076,0.6003339740270914,1
110737,"Ijiranaide, Nagatoro-san",manga,7.65,currently_publishing,0,1,0,0,0,1,0,0,0,0.26315789473684204,0.7919397225384636,0.7877348393224564,0.7615603332384248,1
91767,Boku to Kimi no Taisetsu na Hanashi,manga,7.87,finished,0,0,0,0,1,1,0,1,0,0.3522267206477734,0.49900863070753576,0.4670431113188458,0.49525659806400796,1
8840,Hanatsukihime,manga,7.81,finished,0,0,0,1,1,0,0,1,0,0.32793522267206443,0.523507757690913,0.42078726674600775,0.4532028817071113,1
85719,Blue Giant,manga,8.46,finished,0,0,0,0,0,0,1,0,0,0.5910931174089069,0.42182746457137577,0.4357457772343769,0.5020428356030914,1
111745,Tengoku Daimakyou,manga,8.0,currently_publishing,0,0,0,0,0,0,1,0,0,0.4048582995951415,0.46221512590576397,0.47063416945286174,0.5025247362232858,1
74847,Tokyo Ghoul,light_novel,8.0,finished,1,0,0,1,0,0,0,0,0,0.4048582995951415,0.46185527060245624,0.4109560854448071,0.5170724286078087,1
115217,Fukakai na Boku no Subete wo,manga,7.92,finished,0,0,1,0,1,0,0,0,0,0.3724696356275303,0.4786586349466725,0.426132424865989,0.5540216518799033,0
72949,Harumatsu Bokura,manga,7.76,finished,0,0,0,0,1,1,0,1,0,0.3076923076923075,0.5488997141578299,0.543196502706091,0.5550679907233843,1
84559,Nekota no Koto ga Kininatte Shikatanai.,manga,8.04,finished,0,1,0,0,1,1,0,1,0,0.4210526315789469,0.4537666086330142,0.3735653762274518,0.4816777158608024,0
103890,Bokutachi wa Benkyou ga Dekinai,manga,7.66,finished,0,1,0,0,1,1,0,0,1,0.2672064777327936,0.7128892664376724,0.6788098554792601,0.6739396282897346,1
71,Zettai Kareshi.,manga,7.68,finished,0,1,1,0,1,1,0,1,0,0.2753036437246963,0.6476387975745715,0.5604024413502817,0.6261202661888848,1
2436,Hotel,manga,7.71,finished,1,0,1,1,1,0,1,0,0,0.28744939271255054,0.5916452527718429,0.5097238062744178,0.5090009084523321,1
92252,Koimonogatari,manga,8.26,currently_publishing,0,0,1,0,0,1,0,0,0,0.5101214574898782,0.42928544277030856,0.41125910928720666,0.5127062808369388,1
976,Vampire Juujikai,manga,8.03,finished,0,0,0,0,0,0,0,0,1,0.41700404858299533,0.4535738712918188,0.39179001708577954,0.5087778649521854,1
1261,Higurashi no Naku Koro ni: Himatsubushi-hen,manga,7.86,finished,0,0,1,0,0,0,0,0,0,0.3481781376518218,0.49438905427852575,0.3974366628982873,0.3980864293556289,1
25322,"Nineteen, Twenty-One",manhwa,7.75,finished,0,0,0,0,1,0,0,0,0,0.3036437246963559,0.5510823336744134,0.47963873085686326,0.4973240614616418,1
19980,Koi dano Ai dano,manga,8.06,finished,0,1,0,0,1,1,0,1,0,0.42914979757085003,0.4480781963992867,0.3811568999699053,0.4605742748444709,0
41435,K: Memory of Red,manga,8.1,finished,1,0,0,0,0,0,0,1,0,0.4453441295546554,0.44370493739722316,0.36765970406739235,0.4939385884149174,1
14127,Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,manga,7.91,finished,0,0,1,0,0,1,0,0,1,0.36842105263157876,0.47757766353214814,0.4238272092161708,0.5255560289215703,1
141833,Hikaru ga Shinda Natsu,manga,8.15,currently_publishing,0,0,0,0,0,0,0,0,0,0.4655870445344128,0.43773317905685827,0.4839551058735825,0.5460268613940658,1
119024,A Good Day to Be a Dog,manhwa,7.84,finished,0,1,1,0,1,0,0,0,0,0.3400809716599187,0.5031845726350089,0.38790349296915183,0.47160289257582766,1
61579,Tobaku Datenroku Kaiji: One Poker-hen,manga,8.55,finished,0,0,1,0,0,0,1,0,0,0.6275303643724697,0.414984605944001,0.3189935775145252,0.5131318395945201,1
792,City Hunter,manga,8.16,finished,0,1,0,0,0,0,0,0,1,0.46963562753036436,0.43548391551493826,0.41682312200932503,0.5238878629321101,1
14582,Gamaran,manga,7.7,finished,1,0,0,0,0,0,0,0,1,0.283400809716599,0.5941866270036115,0.5332368710045992,0.5514840644690436,1
89217,"Omoi, Omoware, Furi, Furare",manga,7.75,finished,0,0,1,0,1,1,0,1,0,0.3036437246963559,0.5477236709620205,0.5206636995273242,0.5599932598993821,1
49,Tennis no Oujisama,manga,7.71,finished,0,0,0,0,0,1,0,0,1,0.28744939271255054,0.5848902841799516,0.5000045734582492,0.5788591346443419,1
35513,Koten-bu Series,novel,8.64,currently_publishing,0,0,0,0,0,1,0,0,0,0.6639676113360324,0.4127310545199808,0.44109684544270666,0.5478848838878169,1
